Samples	SampleID	FieldID	samples	Location	LocationAb	LocationIDMERGE	LocationID	time	subject	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Plate	Row	Column	Well	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex
Sample152	GA18-32Rb-1400-S249	GA18-32R	152	Rome	ROM	GA18-32R_ROM	GA18-32R_ROM-p2	p2	S11	43271	Root	NA	b		TRUE	FALSE	FALSE	GA18-32Rb-1400_S249_L001_R1_001.fastq.gz	GA18-32Rb-1400_S249_L001_R2_001.fastq.gz	15264	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	6	E	10	E10	212.3333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample153	GA18-32Rb-600-S234	GA18-32R	153	Rome	ROM	GA18-32R_ROM	GA18-32R_ROM-p2	p2	S11	43222	Root	NA	b		TRUE	FALSE	FALSE	GA18-32Rb-600_S234_L001_R1_001.fastq.gz	GA18-32Rb-600_S234_L001_R2_001.fastq.gz	31913	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	6	D	7	D7	119.6666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample154	GA18-32Za-1400-S16	GA18-32Z	154	Rome	ROM	GA18-32Z_ROM	GA18-32Z_ROM-p1	p1	S11	43271	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-32Za-1400_S16_L001_R1_001.fastq.gz	GA18-32Za-1400_S16_L001_R2_001.fastq.gz	80136	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	4	B	4	B4	339.3333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample155	GA18-32Za-600-S11	GA18-32Z	155	Rome	ROM	GA18-32Z_ROM	GA18-32Z_ROM-p1	p1	S11	43222	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-32Za-600_S11_L001_R1_001.fastq.gz	GA18-32Za-600_S11_L001_R2_001.fastq.gz	67535	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	4	A	11	A11	596.6666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample156	GA18-32Zb-1400-S24	GA18-32Z	156	Rome	ROM	GA18-32Z_ROM	GA18-32Z_ROM-p2	p2	S11	43271	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-32Zb-1400_S24_L001_R1_001.fastq.gz	GA18-32Zb-1400_S24_L001_R2_001.fastq.gz	61838	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	4	B	12	B12	458.3333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample157	GA18-32Zb-600-S59	GA18-32Z	157	Rome	ROM	GA18-32Z_ROM	GA18-32Z_ROM-p2	p2	S11	43222	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-32Zb-600_S59_L001_R1_001.fastq.gz	GA18-32Zb-600_S59_L001_R2_001.fastq.gz	59113	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	4	E	11	E11	728	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample158	GA18-33Ra-1400-S202	GA18-33R	158	Rome	ROM	GA18-33R_ROM	GA18-33R_ROM-p1	p1	S11	43271	Root	NA	a		TRUE	FALSE	FALSE	GA18-33Ra-1400_S202_L001_R1_001.fastq.gz	GA18-33Ra-1400_S202_L001_R2_001.fastq.gz	860	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	6	A	11	A11	145.1333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample159	GA18-33Ra-600-S203	GA18-33R	159	Rome	ROM	GA18-33R_ROM	GA18-33R_ROM-p1	p1	S11	43222	Root	NA	a		TRUE	FALSE	FALSE	GA18-33Ra-600_S203_L001_R1_001.fastq.gz	GA18-33Ra-600_S203_L001_R2_001.fastq.gz	17559	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	6	A	12	A12	18.17411627	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample160	GA18-33Rb-600-S269	GA18-33R	160	Rome	ROM	GA18-33R_ROM	GA18-33R_ROM-p2	p2	S11	43222	Root	NA	b		TRUE	FALSE	FALSE	GA18-33Rb-600_S269_L001_R1_001.fastq.gz	GA18-33Rb-600_S269_L001_R2_001.fastq.gz	136901	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	6	H	6	H6	99.16666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample161	GA18-33S-1400-S149	GA18-33S	161	Rome	ROM	GA18-33S_ROM		p1		43271	Soil	92			TRUE	FALSE	FALSE	GA18-33S-1400_S149_L001_R1_001.fastq.gz	GA18-33S-1400_S149_L001_R2_001.fastq.gz	19880	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	5	E	6	E6	198	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample162	GA18-33Za-1400-S146	GA18-33Z	162	Rome	ROM	GA18-33Z_ROM	GA18-33Z_ROM-p1	p1	S11	43271	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-33Za-1400_S146_L001_R1_001.fastq.gz	GA18-33Za-1400_S146_L001_R2_001.fastq.gz	29968	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	5	E	3	E3	101.9666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample163	GA18-33Za-600-S110	GA18-33Z	163	Rome	ROM	GA18-33Z_ROM	GA18-33Z_ROM-p1	p1	S11	43222	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-33Za-600_S110_L001_R1_001.fastq.gz	GA18-33Za-600_S110_L001_R2_001.fastq.gz	55085	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	5	B	2	B2	46.4	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample164	GA18-33Zb-1400-S66	GA18-33Z	164	Rome	ROM	GA18-33Z_ROM	GA18-33Z_ROM-p2	p2	S11	43271	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-33Zb-1400_S66_L001_R1_001.fastq.gz	GA18-33Zb-1400_S66_L001_R2_001.fastq.gz	67391	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	4	F	6	F6	434	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample165	GA18-33Zb-600-S70	GA18-33Z	165	Rome	ROM	GA18-33Z_ROM	GA18-33Z_ROM-p2	p2	S11	43222	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-33Zb-600_S70_L001_R1_001.fastq.gz	GA18-33Zb-600_S70_L001_R2_001.fastq.gz	54488	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	4	F	10	F10	480	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample166	GA18-34Ra-1400-S206	GA18-34R	166	Cave_Spring	CS	GA18-34R_CS	GA18-34R_CS-p1	p1	S12	43271	Root	NA	a		TRUE	FALSE	FALSE	GA18-34Ra-1400_S206_L001_R1_001.fastq.gz	GA18-34Ra-1400_S206_L001_R2_001.fastq.gz	18576	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	6	B	3	B3	155	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample167	GA18-34Ra-600-S273	GA18-34R	167	Cave_Spring	CS	GA18-34R_CS	GA18-34R_CS-p1	p1	S12	43222	Root	NA	a		TRUE	FALSE	FALSE	GA18-34Ra-600_S273_L001_R1_001.fastq.gz	GA18-34Ra-600_S273_L001_R2_001.fastq.gz	18265	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	6	H	10	H10	131.3333333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample168	GA18-34Rb-600-S222	GA18-34R	168	Cave_Spring	CS	GA18-34R_CS	GA18-34R_CS-p2	p2	S12	43222	Root	NA	b		TRUE	FALSE	FALSE	GA18-34Rb-600_S222_L001_R1_001.fastq.gz	GA18-34Rb-600_S222_L001_R2_001.fastq.gz	68964	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	6	C	7	C7	50.5	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample169	GA18-34S-1400-S174	GA18-34S	169	Cave_Spring	CS	GA18-34S_CS		p1		43271	Soil	93			TRUE	FALSE	FALSE	GA18-34S-1400_S174_L001_R1_001.fastq.gz	GA18-34S-1400_S174_L001_R2_001.fastq.gz	19665	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	5	G	7	G7	215.6666667	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample170	GA18-34S-600-S150	GA18-34S	170	Cave_Spring	CS	GA18-34S_CS		p2		43222	Soil	39			TRUE	FALSE	FALSE	GA18-34S-600_S150_L001_R1_001.fastq.gz	GA18-34S-600_S150_L001_R2_001.fastq.gz	46964	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	5	E	7	E7	34.66666667	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample171	GA18-34Za-1400-S55	GA18-34Z	171	Cave_Spring	CS	GA18-34Z_CS	GA18-34Z_CS-p1	p1	S12	43271	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-34Za-1400_S55_L001_R1_001.fastq.gz	GA18-34Za-1400_S55_L001_R2_001.fastq.gz	77763	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	4	E	7	E7	337.61	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample172	GA18-34Za-600-S156	GA18-34Z	172	Cave_Spring	CS	GA18-34Z_CS	GA18-34Z_CS-p1	p1	S12	43222	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-34Za-600_S156_L001_R1_001.fastq.gz	GA18-34Za-600_S156_L001_R2_001.fastq.gz	30873	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	5	F	1	F1	108.4	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample173	GA18-34Zb-1400-S120	GA18-34Z	173	Cave_Spring	CS	GA18-34Z_CS	GA18-34Z_CS-p2	p2	S12	43271	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-34Zb-1400_S120_L001_R1_001.fastq.gz	GA18-34Zb-1400_S120_L001_R2_001.fastq.gz	46168	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	5	C	1	C1	31.76666667	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample174	GA18-34Zb-600-S10	GA18-34Z	174	Cave_Spring	CS	GA18-34Z_CS	GA18-34Z_CS-p2	p2	S12	43222	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-34Zb-600_S10_L001_R1_001.fastq.gz	GA18-34Zb-600_S10_L001_R2_001.fastq.gz	71077	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	4	A	10	A10	375.3333333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample175	GA18-35Ra-1400-S262	GA18-35R	175	Pavo	PAV	GA18-35R_PAV	GA18-35R_PAV-p1	p1	S7	43251	Root	NA	a		TRUE	FALSE	FALSE	GA18-35Ra-1400_S262_L001_R1_001.fastq.gz	GA18-35Ra-1400_S262_L001_R2_001.fastq.gz	17567	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	6	G	11	G11	81.56666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample176	GA18-35Za-1400-S99	GA18-35Z	176	Pavo	PAV	GA18-35Z_PAV	GA18-35Z_PAV-p1	p1	S7	43251	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-35Za-1400_S99_L001_R1_001.fastq.gz	GA18-35Za-1400_S99_L001_R2_001.fastq.gz	25706	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	5	A	3	A3	47.13333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample177	GA18-35Zb-1400-S48	GA18-35Z	177	Pavo	PAV	GA18-35Z_PAV	GA18-35Z_PAV-p2	p2	S7	43251	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-35Zb-1400_S48_L001_R1_001.fastq.gz	GA18-35Zb-1400_S48_L001_R2_001.fastq.gz	89082	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	4	D	12	D12	208.3333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample178	GA18-36Ra-1400-S243	GA18-36R	178	Athens	ATH	GA18-36R_ATH	GA18-36R_ATH-p1	p1	S10	43270	Root	NA	a		TRUE	FALSE	FALSE	GA18-36Ra-1400_S243_L001_R1_001.fastq.gz	GA18-36Ra-1400_S243_L001_R2_001.fastq.gz	15033	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	6	E	4	E4	174.6666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample179	GA18-36Ra-1700-S193	GA18-36R	179	Athens	ATH	GA18-36R_ATH				43283	Root	NA	a		TRUE	FALSE	FALSE	GA18-36Ra-1700_S193_L001_R1_001.fastq.gz	GA18-36Ra-1700_S193_L001_R2_001.fastq.gz	21536	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	2	A2	130.3333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample180	GA18-36Ra-900-S256	GA18-36R	180	Athens	ATH	GA18-36R_ATH				43252	Root	NA	a		TRUE	FALSE	FALSE	GA18-36Ra-900_S256_L001_R1_001.fastq.gz	GA18-36Ra-900_S256_L001_R2_001.fastq.gz	17709	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	6	G	5	G5	67.43333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample181	GA18-36Rb-1400-S239	GA18-36R	181	Athens	ATH	GA18-36R_ATH	GA18-36R_ATH-p2	p2	S10	43270	Root	NA	b		TRUE	FALSE	FALSE	GA18-36Rb-1400_S239_L001_R1_001.fastq.gz	GA18-36Rb-1400_S239_L001_R2_001.fastq.gz	6524	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	6	D	12	D12	98.4	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample182	GA18-36Rb-1700-S205	GA18-36R	182	Athens	ATH	GA18-36R_ATH				43283	Root	NA	b		TRUE	FALSE	FALSE	GA18-36Rb-1700_S205_L001_R1_001.fastq.gz	GA18-36Rb-1700_S205_L001_R2_001.fastq.gz	21768	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	B	2	B2	149.6666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample183	GA18-36Rb-900-S237	GA18-36R	183	Athens	ATH	GA18-36R_ATH				43252	Root	NA	b		TRUE	FALSE	FALSE	GA18-36Rb-900_S237_L001_R1_001.fastq.gz	GA18-36Rb-900_S237_L001_R2_001.fastq.gz	21057	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	6	D	10	D10	82.83333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample184	GA18-36S-1400-S143	GA18-36S	184	Athens	ATH	GA18-36S_ATH		p2		43270	Soil	90			TRUE	FALSE	FALSE	GA18-36S-1400_S143_L001_R1_001.fastq.gz	GA18-36S-1400_S143_L001_R2_001.fastq.gz	38801	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	5	D	12	D12	197.6666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample185	GA18-36S-900-S165	GA18-36S	185	Athens	ATH	GA18-36S_ATH		p2		43252	Soil	67			TRUE	FALSE	FALSE	GA18-36S-900_S165_L001_R1_001.fastq.gz	GA18-36S-900_S165_L001_R2_001.fastq.gz	30419	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	5	F	10	F10	93.8	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample186	GA18-36Za-1400-S77	GA18-36Z	186	Athens	ATH	GA18-36Z_ATH	GA18-36Z_ATH-p1	p1	S10	43270	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-36Za-1400_S77_L001_R1_001.fastq.gz	GA18-36Za-1400_S77_L001_R2_001.fastq.gz	64181	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	4	G	5	G5	337	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample187	GA18-36Za-1700-S63	GA18-36Z	187	Athens	ATH	GA18-36Z_ATH				43283	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-36Za-1700_S63_L001_R1_001.fastq.gz	GA18-36Za-1700_S63_L001_R2_001.fastq.gz	84965	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	F	3	F3	187.6666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample188	GA18-36Za-900-S9	GA18-36Z	188	Athens	ATH	GA18-36Z_ATH				43252	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-36Za-900_S9_L001_R1_001.fastq.gz	GA18-36Za-900_S9_L001_R2_001.fastq.gz	85924	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	4	A	9	A9	221	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample189	GA18-36Zb-1400-S121	GA18-36Z	189	Athens	ATH	GA18-36Z_ATH	GA18-36Z_ATH-p2	p2	S10	43270	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-36Zb-1400_S121_L001_R1_001.fastq.gz	GA18-36Zb-1400_S121_L001_R2_001.fastq.gz	48401	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	5	C	2	C2	35.73333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample190	GA18-36Zb-1700-S88	GA18-36Z	190	Athens	ATH	GA18-36Z_ATH				43283	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-36Zb-1700_S88_L001_R1_001.fastq.gz	GA18-36Zb-1700_S88_L001_R2_001.fastq.gz	81918	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	H	4	H4	201.3333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample191	GA18-36Zb-900-S132	GA18-36Z	191	Athens	ATH	GA18-36Z_ATH				43252	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-36Zb-900_S132_L001_R1_001.fastq.gz	GA18-36Zb-900_S132_L001_R2_001.fastq.gz	62418	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	5	D	1	D1	38.76666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample192	GA18-37Ra-1400-S230	GA18-37R	192	Blairsville	BLA	GA18-37R_BLA	GA18-37R_BLA-p1	p1	S13	43290	Root	NA	a		TRUE	FALSE	FALSE	GA18-37Ra-1400_S230_L001_R1_001.fastq.gz	GA18-37Ra-1400_S230_L001_R2_001.fastq.gz	17228	1400	34.844995	-83.916788	NA	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	6	D	3	D3	125.6666667	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample193	GA18-37Ra-600-S207	GA18-37R	193	Blairsville	BLA	GA18-37R_BLA	GA18-37R_BLA-p1	p1	S13	43252	Root	NA	a		TRUE	FALSE	FALSE	GA18-37Ra-600_S207_L001_R1_001.fastq.gz	GA18-37Ra-600_S207_L001_R2_001.fastq.gz	22332	600	34.844965	-83.916796	NA	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	6	B	4	B4	112.2666667	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample194	GA18-37Rb-1400-S218	GA18-37R	194	Blairsville	BLA	GA18-37R_BLA	GA18-37R_BLA-p2	p2	S13	43290	Root	NA	b		TRUE	FALSE	FALSE	GA18-37Rb-1400_S218_L001_R1_001.fastq.gz	GA18-37Rb-1400_S218_L001_R2_001.fastq.gz	18531	1400	34.844995	-83.916788	NA	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	6	C	3	C3	104.2333333	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
